Order_ID,Date,Product,Category,City,Quantity,Price
44,2026-05-21,Headphones,Electronics,Bangalore,1,3000
45,2026-04-05,Backpack,Fashion,Delhi,4,2000
46,2026-04-26,Mouse,Accessories,Bangalore,5,800
47,2026-05-03,Mobile,Electronics,Mumbai,1,25000
48,2026-03-05,Backpack,Fashion,Pune,5,2000
49,2026-04-25,Monitor,Electronics,Mumbai,3,12000
50,2026-03-13,Headphones,Electronics,Bangalore,5,3000
51,2026-01-03,Headphones,Electronics,Pune,5,3000
52,2026-04-17,Mouse,Accessories,Pune,5,800
53,2026-04-09,Backpack,Fashion,Hyderabad,2,2000
54,2026-06-10,Laptop,Electronics,Mumbai,5,55000
55,2026-06-23,Mobile,Electronics,Hyderabad,5,25000
56,2026-03-22,Keyboard,Accessories,Delhi,3,1500
57,2026-06-05,Shoes,Fashion,Pune,1,3500
58,2026-01-30,Watch,Fashion,Pune,1,5000
59,2026-01-22,Monitor,Electronics,Mumbai,3,12000
60,2026-05-01,T-Shirt,Fashion,Chennai,3,1000
61,2026-05-04,T-Shirt,Fashion,Chennai,2,1000
62,2026-04-03,Monitor,Electronics,Mumbai,5,12000
63,2026-04-07,Monitor,Electronics,Bangalore,4,12000
64,2026-05-20,Headphones,Electronics,Chennai,4,3000
65,2026-03-24,T-Shirt,Fashion,Chennai,3,1000
66,2026-03-18,Monitor,Electronics,Pune,1,12000
67,2026-05-30,Monitor,Electronics,Bangalore,4,12000
68,2026-05-02,Mouse,Accessories,Pune,3,800
69,2026-04-04,Backpack,Fashion,Bangalore,2,2000
70,2026-03-13,Headphones,Electronics,Bangalore,2,3000
71,2026-01-02,Mobile,Electronics,Chennai,3,25000
72,2026-03-24,Backpack,Fashion,Chennai,1,2000
73,2026-04-19,Mobile,Electronics,Hyderabad,2,25000
74,2026-05-01,Headphones,Electronics,Mumbai,2,3000
75,2026-01-09,Watch,Fashion,Chennai,2,5000
76,2026-06-30,T-Shirt,Fashion,Bangalore,1,1000
77,2026-01-26,Mouse,Accessories,Bangalore,3,800
78,2026-04-02,Mobile,Electronics,Bangalore,5,25000
79,2026-02-02,Mobile,Electronics,Mumbai,5,25000
80,2026-04-29,Keyboard,Accessories,Mumbai,5,1500
81,2026-02-05,T-Shirt,Fashion,Delhi,4,1000
82,2026-05-29,Shoes,Fashion,Hyderabad,1,3500
83,2026-06-14,Watch,Fashion,Pune,5,5000
84,2026-04-18,Headphones,Electronics,Bangalore,2,3000
85,2026-02-18,T-Shirt,Fashion,Pune,3,1000
86,2026-05-09,Shoes,Fashion,Chennai,1,3500
87,2026-01-24,Watch,Fashion,Delhi,5,5000
88,2026-03-06,Headphones,Electronics,Hyderabad,3,3000
89,2026-02-03,Backpack,Fashion,Bangalore,3,2000
90,2026-02-12,Watch,Fashion,Delhi,4,5000
91,2026-01-19,Shoes,Fashion,Mumbai,2,3500
92,2026-01-16,Shoes,Fashion,Pune,4,3500
93,2026-02-21,Shoes,Fashion,Pune,1,3500
94,2026-02-08,Keyboard,Accessories,Hyderabad,1,1500
95,2026-05-24,Mobile,Electronics,Delhi,5,25000
96,2026-06-11,Mobile,Electronics,Chennai,2,25000
97,2026-05-26,Monitor,Electronics,Bangalore,4,12000
98,2026-06-17,T-Shirt,Fashion,Mumbai,4,1000
99,2026-01-23,Mobile,Electronics,Bangalore,5,25000
100,2026-06-03,Mobile,Electronics,Chennai,3,25000
101,2026-03-28,Watch,Fashion,Delhi,2,5000
102,2026-05-28,Mouse,Accessories,Delhi,5,800
103,2026-04-13,Mouse,Accessories,Pune,5,800
104,2026-05-13,Keyboard,Accessories,Hyderabad,5,1500
105,2026-01-27,Keyboard,Accessories,Bangalore,5,1500
106,2026-03-22,Watch,Fashion,Bangalore,1,5000
107,2026-01-11,Mouse,Accessories,Mumbai,1,800
108,2026-03-15,Headphones,Electronics,Chennai,5,3000
109,2026-02-16,Laptop,Electronics,Mumbai,1,55000
110,2026-03-31,T-Shirt,Fashion,Delhi,4,1000
111,2026-02-13,Mobile,Electronics,Chennai,2,25000
112,2026-05-12,Backpack,Fashion,Bangalore,4,2000
113,2026-04-23,T-Shirt,Fashion,Mumbai,3,1000
114,2026-04-29,Headphones,Electronics,Mumbai,4,3000
115,2026-02-17,T-Shirt,Fashion,Pune,4,1000
116,2026-02-25,Mouse,Accessories,Delhi,2,800
117,2026-01-27,Laptop,Electronics,Hyderabad,2,55000
118,2026-05-23,Monitor,Electronics,Pune,2,12000
119,2026-06-21,Backpack,Fashion,Pune,1,2000
120,2026-06-29,Watch,Fashion,Chennai,1,5000
121,2026-05-05,Shoes,Fashion,Bangalore,1,3500
122,2026-04-06,Headphones,Electronics,Chennai,5,3000
123,2026-06-16,Monitor,Electronics,Mumbai,2,12000
124,2026-05-29,Watch,Fashion,Mumbai,5,5000
125,2026-06-01,T-Shirt,Fashion,Pune,5,1000
126,2026-06-30,Keyboard,Accessories,Chennai,2,1500
127,2026-03-01,Watch,Fashion,Mumbai,3,5000
128,2026-05-21,Monitor,Electronics,Delhi,5,12000
129,2026-05-08,T-Shirt,Fashion,Chennai,1,1000
130,2026-04-13,Mouse,Accessories,Mumbai,1,800
131,2026-04-12,Shoes,Fashion,Mumbai,1,3500
132,2026-04-09,Shoes,Fashion,Bangalore,1,3500
133,2026-06-20,Headphones,Electronics,Hyderabad,4,3000
134,2026-04-30,Mobile,Electronics,Hyderabad,4,25000
135,2026-04-22,Backpack,Fashion,Mumbai,5,2000
136,2026-04-11,Backpack,Fashion,Hyderabad,1,2000
137,2026-05-31,Backpack,Fashion,Chennai,3,2000
138,2026-04-12,Watch,Fashion,Pune,4,5000
139,2026-02-10,Shoes,Fashion,Hyderabad,5,3500
140,2026-04-26,Watch,Fashion,Bangalore,5,5000
141,2026-06-21,Mouse,Accessories,Mumbai,5,800
142,2026-01-03,Watch,Fashion,Bangalore,2,5000
143,2026-02-07,Keyboard,Accessories,Hyderabad,1,1500
144,2026-02-16,Shoes,Fashion,Chennai,2,3500
145,2026-06-07,Shoes,Fashion,Hyderabad,1,3500
146,2026-06-19,Headphones,Electronics,Pune,5,3000
147,2026-03-09,Laptop,Electronics,Hyderabad,5,55000
148,2026-05-13,T-Shirt,Fashion,Pune,2,1000
149,2026-05-21,Mobile,Electronics,Mumbai,4,25000
150,2026-03-24,Monitor,Electronics,Hyderabad,1,12000
151,2026-02-09,Monitor,Electronics,Pune,1,12000
152,2026-05-12,Laptop,Electronics,Pune,3,55000
153,2026-04-06,Backpack,Fashion,Mumbai,2,2000
154,2026-04-26,Mobile,Electronics,Mumbai,1,25000
155,2026-01-02,Watch,Fashion,Hyderabad,1,5000
156,2026-03-17,Headphones,Electronics,Mumbai,5,3000
157,2026-04-07,Headphones,Electronics,Pune,3,3000
158,2026-03-24,Watch,Fashion,Hyderabad,3,5000
159,2026-06-14,Mouse,Accessories,Mumbai,5,800
160,2026-02-20,Watch,Fashion,Delhi,2,5000
161,2026-05-26,Backpack,Fashion,Delhi,3,2000
162,2026-02-10,Monitor,Electronics,Mumbai,1,12000
163,2026-01-29,Headphones,Electronics,Chennai,1,3000
164,2026-06-03,Backpack,Fashion,Bangalore,2,2000
165,2026-02-12,Headphones,Electronics,Hyderabad,2,3000
166,2026-03-20,T-Shirt,Fashion,Bangalore,1,1000
167,2026-01-30,Mobile,Electronics,Pune,3,25000
168,2026-01-26,Shoes,Fashion,Bangalore,5,3500
169,2026-04-25,Monitor,Electronics,Hyderabad,1,12000
170,2026-05-27,Watch,Fashion,Delhi,3,5000
171,2026-05-18,Monitor,Electronics,Delhi,1,12000
172,2026-04-14,Mouse,Accessories,Pune,1,800
173,2026-01-22,Backpack,Fashion,Pune,3,2000
174,2026-02-23,Headphones,Electronics,Mumbai,4,3000
175,2026-05-22,Shoes,Fashion,Bangalore,5,3500
176,2026-06-18,Keyboard,Accessories,Mumbai,2,1500
177,2026-04-03,Headphones,Electronics,Bangalore,5,3000
178,2026-05-15,Mouse,Accessories,Pune,1,800
179,2026-05-20,Monitor,Electronics,Mumbai,3,12000
180,2026-01-09,Watch,Fashion,Pune,3,5000
181,2026-03-08,Monitor,Electronics,Delhi,4,12000
182,2026-01-12,Shoes,Fashion,Delhi,3,3500
183,2026-06-20,Keyboard,Accessories,Chennai,3,1500
184,2026-05-18,Mobile,Electronics,Mumbai,3,25000
185,2026-02-03,Mobile,Electronics,Pune,2,25000
186,2026-05-14,Keyboard,Accessories,Bangalore,4,1500
187,2026-05-17,Headphones,Electronics,Mumbai,5,3000
188,2026-06-22,Headphones,Electronics,Mumbai,3,3000
189,2026-01-12,Shoes,Fashion,Hyderabad,3,3500
190,2026-02-28,Backpack,Fashion,Pune,5,2000
191,2026-01-12,T-Shirt,Fashion,Delhi,5,1000
192,2026-02-07,Headphones,Electronics,Chennai,4,3000
193,2026-01-23,Mobile,Electronics,Bangalore,1,25000
194,2026-04-16,Shoes,Fashion,Pune,4,3500
195,2026-02-11,Keyboard,Accessories,Hyderabad,5,1500
196,2026-01-11,Keyboard,Accessories,Hyderabad,1,1500
197,2026-05-26,Shoes,Fashion,Chennai,2,3500
198,2026-04-08,Mobile,Electronics,Delhi,4,25000
199,2026-04-16,Watch,Fashion,Pune,5,5000
200,2026-03-02,Shoes,Fashion,Pune,3,3500
201,2026-04-07,Backpack,Fashion,Hyderabad,2,2000
202,2026-01-01,Monitor,Electronics,Pune,5,12000
203,2026-02-03,Laptop,Electronics,Chennai,1,55000
204,2026-01-19,Mouse,Accessories,Hyderabad,4,800
205,2026-06-12,Monitor,Electronics,Hyderabad,2,12000
206,2026-05-26,Keyboard,Accessories,Pune,4,1500
207,2026-05-07,Headphones,Electronics,Pune,5,3000
208,2026-02-22,Watch,Fashion,Delhi,3,5000
209,2026-04-22,Shoes,Fashion,Chennai,3,3500
210,2026-01-06,Monitor,Electronics,Pune,1,12000
211,2026-05-03,Monitor,Electronics,Pune,5,12000
212,2026-05-08,T-Shirt,Fashion,Pune,2,1000
213,2026-04-08,T-Shirt,Fashion,Mumbai,2,1000
214,2026-05-04,Headphones,Electronics,Bangalore,5,3000
215,2026-04-23,Laptop,Electronics,Mumbai,4,55000
216,2026-04-15,Laptop,Electronics,Delhi,5,55000
217,2026-06-04,Keyboard,Accessories,Delhi,5,1500
218,2026-04-10,Shoes,Fashion,Bangalore,3,3500
219,2026-03-09,Laptop,Electronics,Mumbai,2,55000
220,2026-04-27,Backpack,Fashion,Pune,3,2000
221,2026-03-18,Backpack,Fashion,Mumbai,2,2000
222,2026-06-23,Headphones,Electronics,Delhi,2,3000
223,2026-04-27,Laptop,Electronics,Hyderabad,5,55000
224,2026-05-11,Laptop,Electronics,Mumbai,3,55000
225,2026-04-19,Keyboard,Accessories,Pune,2,1500
226,2026-06-21,Laptop,Electronics,Hyderabad,2,55000
227,2026-04-18,Mouse,Accessories,Mumbai,5,800
228,2026-03-20,Shoes,Fashion,Mumbai,1,3500
229,2026-05-10,Mouse,Accessories,Delhi,4,800
230,2026-06-28,Mouse,Accessories,Pune,4,800
231,2026-02-13,Monitor,Electronics,Pune,3,12000
232,2026-06-07,Watch,Fashion,Chennai,4,5000
233,2026-01-24,Shoes,Fashion,Chennai,4,3500
234,2026-02-14,Shoes,Fashion,Pune,5,3500
235,2026-05-05,Headphones,Electronics,Bangalore,3,3000
236,2026-05-26,Watch,Fashion,Hyderabad,3,5000
237,2026-03-09,Mouse,Accessories,Mumbai,1,800
238,2026-01-25,Laptop,Electronics,Chennai,2,55000
239,2026-03-29,T-Shirt,Fashion,Chennai,1,1000
240,2026-02-03,Watch,Fashion,Bangalore,5,5000
241,2026-03-02,Headphones,Electronics,Pune,4,3000
242,2026-03-20,Keyboard,Accessories,Hyderabad,1,1500
243,2026-02-06,Laptop,Electronics,Hyderabad,2,55000
244,2026-02-14,Monitor,Electronics,Delhi,3,12000
245,2026-05-03,Mouse,Accessories,Bangalore,5,800
246,2026-06-01,Shoes,Fashion,Bangalore,3,3500
247,2026-06-21,Mobile,Electronics,Bangalore,4,25000
248,2026-04-03,Watch,Fashion,Chennai,2,5000
249,2026-04-29,Backpack,Fashion,Mumbai,4,2000
250,2026-01-13,Mobile,Electronics,Mumbai,5,25000
251,2026-05-28,Laptop,Electronics,Pune,4,55000
252,2026-01-23,Backpack,Fashion,Bangalore,2,2000
253,2026-03-12,Headphones,Electronics,Delhi,5,3000
254,2026-01-14,Watch,Fashion,Pune,2,5000
255,2026-05-25,Watch,Fashion,Pune,2,5000
256,2026-02-05,Mouse,Accessories,Chennai,2,800
257,2026-03-09,T-Shirt,Fashion,Chennai,2,1000
258,2026-01-22,Watch,Fashion,Chennai,4,5000
259,2026-06-13,Backpack,Fashion,Mumbai,3,2000
260,2026-06-18,T-Shirt,Fashion,Pune,4,1000
261,2026-06-07,Mouse,Accessories,Pune,2,800
262,2026-06-22,Laptop,Electronics,Hyderabad,3,55000
263,2026-05-03,T-Shirt,Fashion,Chennai,1,1000
264,2026-03-18,Mouse,Accessories,Bangalore,3,800
265,2026-03-19,T-Shirt,Fashion,Mumbai,1,1000
266,2026-05-26,Shoes,Fashion,Bangalore,2,3500
267,2026-05-08,Shoes,Fashion,Mumbai,3,3500
268,2026-01-03,T-Shirt,Fashion,Hyderabad,2,1000
269,2026-01-03,Mouse,Accessories,Mumbai,4,800
270,2026-03-19,Mobile,Electronics,Pune,4,25000
271,2026-05-29,Laptop,Electronics,Hyderabad,4,55000
272,2026-02-13,T-Shirt,Fashion,Hyderabad,1,1000
273,2026-05-07,Shoes,Fashion,Chennai,5,3500
274,2026-04-11,Backpack,Fashion,Hyderabad,5,2000
275,2026-01-24,Shoes,Fashion,Pune,4,3500
276,2026-06-30,Mouse,Accessories,Hyderabad,2,800
277,2026-01-21,Shoes,Fashion,Pune,3,3500
278,2026-05-23,Laptop,Electronics,Chennai,2,55000
279,2026-04-22,Mobile,Electronics,Hyderabad,4,25000
280,2026-01-23,Backpack,Fashion,Chennai,5,2000
281,2026-04-08,Backpack,Fashion,Pune,5,2000
282,2026-06-12,Backpack,Fashion,Mumbai,1,2000
283,2026-01-04,Backpack,Fashion,Pune,2,2000
284,2026-02-03,T-Shirt,Fashion,Bangalore,5,1000
285,2026-05-21,Laptop,Electronics,Mumbai,4,55000
286,2026-06-30,Mobile,Electronics,Bangalore,3,25000
287,2026-06-20,Mobile,Electronics,Chennai,5,25000
288,2026-01-10,Backpack,Fashion,Pune,5,2000
289,2026-06-09,Mouse,Accessories,Chennai,4,800
290,2026-06-25,T-Shirt,Fashion,Chennai,4,1000
291,2026-02-19,Keyboard,Accessories,Delhi,5,1500
292,2026-01-27,Mobile,Electronics,Chennai,4,25000
293,2026-03-14,T-Shirt,Fashion,Hyderabad,2,1000
294,2026-01-06,Headphones,Electronics,Hyderabad,4,3000
295,2026-04-20,Shoes,Fashion,Hyderabad,2,3500
296,2026-01-10,Shoes,Fashion,Mumbai,5,3500
297,2026-05-05,Mobile,Electronics,Pune,3,25000
298,2026-01-16,Mouse,Accessories,Mumbai,1,800
299,2026-01-19,Mobile,Electronics,Bangalore,1,25000
300,2026-06-07,Watch,Fashion,Chennai,2,5000
301,2026-01-18,Monitor,Electronics,Mumbai,1,12000
302,2026-04-29,Laptop,Electronics,Mumbai,4,55000
303,2026-05-26,Watch,Fashion,Delhi,2,5000
304,2026-05-16,Monitor,Electronics,Delhi,5,12000
305,2026-03-18,T-Shirt,Fashion,Chennai,2,1000
306,2026-04-30,Keyboard,Accessories,Delhi,4,1500
307,2026-01-25,Monitor,Electronics,Pune,5,12000
308,2026-05-27,Backpack,Fashion,Bangalore,1,2000
309,2026-03-09,Mouse,Accessories,Pune,2,800
310,2026-05-03,Headphones,Electronics,Bangalore,2,3000
311,2026-01-25,Keyboard,Accessories,Mumbai,3,1500
312,2026-02-14,Monitor,Electronics,Mumbai,4,12000
313,2026-02-25,T-Shirt,Fashion,Mumbai,3,1000
314,2026-03-11,Mobile,Electronics,Hyderabad,3,25000
315,2026-01-06,Watch,Fashion,Bangalore,4,5000
316,2026-05-05,Monitor,Electronics,Mumbai,4,12000
317,2026-06-22,Watch,Fashion,Hyderabad,3,5000
318,2026-03-07,Backpack,Fashion,Chennai,1,2000
319,2026-02-25,Mobile,Electronics,Bangalore,3,25000
320,2026-01-10,Shoes,Fashion,Hyderabad,2,3500
321,2026-02-27,Mobile,Electronics,Delhi,3,25000
322,2026-01-09,T-Shirt,Fashion,Mumbai,4,1000
323,2026-05-23,Laptop,Electronics,Mumbai,1,55000
324,2026-06-11,Headphones,Electronics,Bangalore,5,3000
325,2026-04-26,Mobile,Electronics,Mumbai,4,25000
326,2026-05-23,Keyboard,Accessories,Chennai,3,1500
327,2026-05-04,Mouse,Accessories,Pune,3,800
328,2026-01-31,Headphones,Electronics,Hyderabad,4,3000
329,2026-03-13,Headphones,Electronics,Delhi,2,3000
330,2026-01-14,Shoes,Fashion,Chennai,3,3500
331,2026-02-06,Watch,Fashion,Mumbai,4,5000
332,2026-01-22,T-Shirt,Fashion,Pune,2,1000
333,2026-05-22,Keyboard,Accessories,Chennai,5,1500
334,2026-05-12,Mobile,Electronics,Mumbai,4,25000
335,2026-05-25,Watch,Fashion,Pune,2,5000
336,2026-01-20,Mobile,Electronics,Pune,2,25000
337,2026-05-03,Mouse,Accessories,Pune,4,800
338,2026-06-05,Laptop,Electronics,Bangalore,4,55000
339,2026-01-31,T-Shirt,Fashion,Pune,5,1000
340,2026-01-12,Laptop,Electronics,Chennai,1,55000
341,2026-05-15,Laptop,Electronics,Hyderabad,1,55000
342,2026-06-26,Shoes,Fashion,Mumbai,4,3500
343,2026-05-13,Headphones,Electronics,Mumbai,1,3000
344,2026-01-24,Mobile,Electronics,Delhi,5,25000
345,2026-06-17,Mobile,Electronics,Hyderabad,4,25000
346,2026-02-19,Headphones,Electronics,Bangalore,3,3000
347,2026-02-14,Mouse,Accessories,Bangalore,5,800
348,2026-01-03,Watch,Fashion,Hyderabad,5,5000
349,2026-02-10,T-Shirt,Fashion,Chennai,2,1000
350,2026-04-10,Laptop,Electronics,Delhi,3,55000
351,2026-02-05,Watch,Fashion,Delhi,4,5000
352,2026-06-24,Mobile,Electronics,Bangalore,4,25000
353,2026-01-14,Mouse,Accessories,Bangalore,5,800
354,2026-05-01,Laptop,Electronics,Mumbai,4,55000
355,2026-04-11,Mouse,Accessories,Hyderabad,3,800
356,2026-06-18,T-Shirt,Fashion,Hyderabad,4,1000
357,2026-01-30,Monitor,Electronics,Mumbai,3,12000
358,2026-02-18,Shoes,Fashion,Bangalore,4,3500
359,2026-04-30,Backpack,Fashion,Delhi,2,2000
360,2026-06-07,Laptop,Electronics,Delhi,1,55000
361,2026-01-13,Shoes,Fashion,Bangalore,2,3500
362,2026-02-11,Keyboard,Accessories,Delhi,4,1500
363,2026-02-04,Shoes,Fashion,Mumbai,2,3500
364,2026-01-25,Keyboard,Accessories,Hyderabad,4,1500
365,2026-03-16,Watch,Fashion,Pune,3,5000
366,2026-02-20,Mouse,Accessories,Bangalore,2,800
367,2026-01-23,Shoes,Fashion,Mumbai,4,3500
368,2026-02-08,Keyboard,Accessories,Mumbai,1,1500
369,2026-05-06,Mobile,Electronics,Chennai,5,25000
370,2026-01-29,Monitor,Electronics,Pune,1,12000
371,2026-02-08,Headphones,Electronics,Pune,1,3000
372,2026-03-10,Backpack,Fashion,Mumbai,4,2000
373,2026-03-28,Keyboard,Accessories,Hyderabad,5,1500
374,2026-05-24,T-Shirt,Fashion,Chennai,4,1000
375,2026-06-11,Keyboard,Accessories,Hyderabad,4,1500
376,2026-03-16,Backpack,Fashion,Hyderabad,1,2000
377,2026-02-19,Mobile,Electronics,Delhi,2,25000
378,2026-06-04,Backpack,Fashion,Delhi,3,2000
379,2026-04-29,Watch,Fashion,Bangalore,5,5000
380,2026-03-29,Shoes,Fashion,Bangalore,2,3500
381,2026-01-21,Mouse,Accessories,Chennai,2,800
382,2026-01-07,Mobile,Electronics,Bangalore,1,25000
383,2026-03-18,Watch,Fashion,Delhi,3,5000
384,2026-05-21,Mouse,Accessories,Bangalore,2,800
385,2026-06-21,Monitor,Electronics,Chennai,2,12000
386,2026-03-29,Backpack,Fashion,Pune,1,2000
387,2026-05-14,Laptop,Electronics,Bangalore,1,55000
388,2026-06-15,T-Shirt,Fashion,Chennai,4,1000
389,2026-04-26,T-Shirt,Fashion,Pune,4,1000
390,2026-01-16,Backpack,Fashion,Hyderabad,4,2000
391,2026-03-23,T-Shirt,Fashion,Chennai,4,1000
392,2026-02-25,Shoes,Fashion,Bangalore,3,3500
393,2026-01-25,Watch,Fashion,Bangalore,3,5000
394,2026-06-03,Keyboard,Accessories,Bangalore,3,1500
395,2026-02-16,Mouse,Accessories,Bangalore,3,800
396,2026-01-22,Backpack,Fashion,Mumbai,1,2000
397,2026-06-30,Shoes,Fashion,Pune,2,3500
398,2026-04-25,Monitor,Electronics,Pune,3,12000
399,2026-06-12,Mouse,Accessories,Hyderabad,5,800
400,2026-05-07,T-Shirt,Fashion,Bangalore,1,1000
401,2026-02-25,Laptop,Electronics,Chennai,5,55000
402,2026-01-24,T-Shirt,Fashion,Hyderabad,3,1000
403,2026-04-09,Mouse,Accessories,Pune,5,800
404,2026-03-18,Mouse,Accessories,Mumbai,3,800
405,2026-01-02,Watch,Fashion,Hyderabad,5,5000
406,2026-02-25,Laptop,Electronics,Chennai,3,55000
407,2026-02-12,Headphones,Electronics,Bangalore,1,3000
408,2026-05-14,Keyboard,Accessories,Delhi,2,1500
409,2026-04-10,Laptop,Electronics,Hyderabad,4,55000
410,2026-03-30,T-Shirt,Fashion,Delhi,5,1000
411,2026-03-27,Laptop,Electronics,Delhi,5,55000
412,2026-06-16,Backpack,Fashion,Delhi,3,2000
413,2026-01-14,Watch,Fashion,Hyderabad,3,5000
414,2026-03-18,T-Shirt,Fashion,Mumbai,3,1000
415,2026-04-08,Monitor,Electronics,Pune,5,12000
416,2026-01-06,Monitor,Electronics,Delhi,5,12000
417,2026-06-20,Mouse,Accessories,Hyderabad,5,800
418,2026-03-22,Laptop,Electronics,Hyderabad,5,55000
419,2026-06-14,Mouse,Accessories,Hyderabad,2,800
420,2026-05-02,Monitor,Electronics,Mumbai,2,12000
421,2026-04-24,Shoes,Fashion,Mumbai,4,3500
422,2026-01-09,Mobile,Electronics,Chennai,5,25000
423,2026-05-29,Mouse,Accessories,Bangalore,4,800
424,2026-05-09,Watch,Fashion,Delhi,4,5000
425,2026-05-02,Mobile,Electronics,Hyderabad,2,25000
426,2026-02-18,Watch,Fashion,Pune,5,5000
427,2026-03-11,Keyboard,Accessories,Hyderabad,5,1500
428,2026-05-24,T-Shirt,Fashion,Mumbai,2,1000
429,2026-01-25,Backpack,Fashion,Bangalore,4,2000
430,2026-03-02,Headphones,Electronics,Bangalore,5,3000
431,2026-01-15,Monitor,Electronics,Hyderabad,3,12000
432,2026-06-01,Monitor,Electronics,Mumbai,2,12000
433,2026-05-06,Mobile,Electronics,Chennai,3,25000
434,2026-03-28,Mobile,Electronics,Mumbai,3,25000
435,2026-04-22,Mouse,Accessories,Mumbai,5,800
436,2026-06-21,Monitor,Electronics,Chennai,1,12000
437,2026-01-24,Laptop,Electronics,Chennai,5,55000
438,2026-06-12,Watch,Fashion,Bangalore,4,5000
439,2026-01-14,Mobile,Electronics,Mumbai,2,25000
440,2026-06-03,T-Shirt,Fashion,Pune,3,1000
441,2026-05-29,Mouse,Accessories,Chennai,3,800
442,2026-05-04,Laptop,Electronics,Bangalore,1,55000
443,2026-06-21,Watch,Fashion,Hyderabad,4,5000
444,2026-04-08,Shoes,Fashion,Hyderabad,1,3500
445,2026-02-28,Headphones,Electronics,Hyderabad,5,3000
446,2026-04-08,Shoes,Fashion,Mumbai,5,3500
447,2026-05-07,Watch,Fashion,Pune,4,5000
448,2026-04-27,Keyboard,Accessories,Pune,4,1500
449,2026-01-30,T-Shirt,Fashion,Bangalore,3,1000
450,2026-01-15,Watch,Fashion,Bangalore,2,5000
451,2026-01-22,Headphones,Electronics,Hyderabad,4,3000
452,2026-02-02,Watch,Fashion,Pune,1,5000
453,2026-03-31,Mobile,Electronics,Pune,1,25000
454,2026-06-29,Watch,Fashion,Mumbai,5,5000
455,2026-06-23,Mobile,Electronics,Pune,2,25000
456,2026-02-28,Mobile,Electronics,Mumbai,4,25000
457,2026-03-08,Mobile,Electronics,Delhi,3,25000
458,2026-03-18,Laptop,Electronics,Bangalore,5,55000
459,2026-06-23,Headphones,Electronics,Pune,4,3000
460,2026-04-27,Watch,Fashion,Delhi,5,5000
461,2026-04-13,Keyboard,Accessories,Mumbai,2,1500
462,2026-06-13,Shoes,Fashion,Mumbai,3,3500
463,2026-01-17,Shoes,Fashion,Hyderabad,4,3500
464,2026-04-11,Watch,Fashion,Bangalore,5,5000
465,2026-04-25,Mouse,Accessories,Mumbai,3,800
466,2026-04-17,Keyboard,Accessories,Mumbai,4,1500
467,2026-03-27,Shoes,Fashion,Hyderabad,2,3500
468,2026-04-25,Keyboard,Accessories,Bangalore,5,1500
469,2026-02-10,Monitor,Electronics,Pune,3,12000
470,2026-05-20,Monitor,Electronics,Delhi,1,12000
471,2026-02-20,Mouse,Accessories,Pune,2,800
